Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"EL","Land Use","37","Central African Republic","7209","Share in Land area","6620","Cropland","1999","1999","%","3.25","Fc","Calculated data"
"EL","Land Use","37","Central African Republic","7209","Share in Land area","6620","Cropland","2000","2000","%","3.25","Fc","Calculated data"
"EL","Land Use","37","Central African Republic","7209","Share in Land area","6620","Cropland","2001","2001","%","3.25","Fc","Calculated data"
"EL","Land Use","37","Central African Republic","7209","Share in Land area","6620","Cropland","2002","2002","%","3.25","Fc","Calculated data"
"EL","Land Use","37","Central African Republic","7209","Share in Land area","6620","Cropland","2003","2003","%","3.2","Fc","Calculated data"
"EL","Land Use","37","Central African Republic","7209","Share in Land area","6620","Cropland","2004","2004","%","3.23","Fc","Calculated data"
"EL","Land Use","37","Central African Republic","7209","Share in Land area","6620","Cropland","2005","2005","%","3.23","Fc","Calculated data"
"EL","Land Use","37","Central African Republic","7209","Share in Land area","6620","Cropland","2006","2006","%","3.23","Fc","Calculated data"
"EL","Land Use","37","Central African Republic","7209","Share in Land area","6620","Cropland","2007","2007","%","3.23","Fc","Calculated data"
"EL","Land Use","37","Central African Republic","7209","Share in Land area","6620","Cropland","2008","2008","%","3.23","Fc","Calculated data"
"EL","Land Use","37","Central African Republic","7209","Share in Land area","6620","Cropland","2009","2009","%","3.26","Fc","Calculated data"
"EL","Land Use","37","Central African Republic","7209","Share in Land area","6620","Cropland","2010","2010","%","3.02","Fc","Calculated data"
"EL","Land Use","37","Central African Republic","7209","Share in Land area","6620","Cropland","2011","2011","%","3.02","Fc","Calculated data"
"EL","Land Use","37","Central African Republic","7209","Share in Land area","6620","Cropland","2012","2012","%","3.02","Fc","Calculated data"
"EL","Land Use","37","Central African Republic","7209","Share in Land area","6620","Cropland","2013","2013","%","3.02","Fc","Calculated data"
"EL","Land Use","37","Central African Republic","7209","Share in Land area","6620","Cropland","2014","2014","%","3.02","Fc","Calculated data"
"EL","Land Use","37","Central African Republic","7209","Share in Land area","6620","Cropland","2015","2015","%","3.02","Fc","Calculated data"
"EL","Land Use","37","Central African Republic","7209","Share in Land area","6620","Cropland","2016","2016","%","3.02","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","1961","1961","%","2.3","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","1962","1962","%","2.3","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","1963","1963","%","2.3","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","1964","1964","%","2.3","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","1965","1965","%","2.3","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","1966","1966","%","2.3","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","1967","1967","%","2.3","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","1968","1968","%","2.3","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","1969","1969","%","2.3","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","1970","1970","%","2.3","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","1971","1971","%","2.3","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","1972","1972","%","2.3","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","1973","1973","%","2.31","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","1974","1974","%","2.32","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","1975","1975","%","2.38","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","1976","1976","%","2.46","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","1977","1977","%","2.46","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","1978","1978","%","2.5","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","1979","1979","%","2.5","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","1980","1980","%","2.5","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","1981","1981","%","2.5","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","1982","1982","%","2.5","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","1983","1983","%","2.5","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","1984","1984","%","2.5","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","1985","1985","%","2.51","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","1986","1986","%","2.55","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","1987","1987","%","2.55","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","1988","1988","%","2.57","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","1989","1989","%","2.58","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","1990","1990","%","2.62","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","1991","1991","%","2.66","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","1992","1992","%","2.68","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","1993","1993","%","2.7","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","1994","1994","%","2.72","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","1995","1995","%","2.74","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","1996","1996","%","2.72","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","1997","1997","%","2.88","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","1998","1998","%","2.88","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","1999","1999","%","2.88","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","2000","2000","%","2.88","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","2001","2001","%","3.12","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","2002","2002","%","2.96","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","2003","2003","%","3.04","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","2004","2004","%","3.04","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","2005","2005","%","3.6","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","2006","2006","%","3.56","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","2007","2007","%","3.44","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","2008","2008","%","3.44","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","2009","2009","%","3.44","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","2010","2010","%","3.6","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","2011","2011","%","3.92","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","2012","2012","%","3.92","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","2013","2013","%","3.92","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","2014","2014","%","3.92","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","2015","2015","%","3.92","Fc","Calculated data"
"EL","Land Use","39","Chad","7209","Share in Land area","6620","Cropland","2016","2016","%","3.92","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","1961","1961","%","20.2","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","1962","1962","%","20.2","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","1963","1963","%","20.2","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","1964","1964","%","20.2","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","1965","1965","%","20.2","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","1966","1966","%","20.2","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","1967","1967","%","20.2","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","1968","1968","%","20.2","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","1969","1969","%","20.71","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","1970","1970","%","20.71","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","1971","1971","%","20.71","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","1972","1972","%","20.71","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","1973","1973","%","20.2","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","1974","1974","%","20.2","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","1975","1975","%","20.2","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","1976","1976","%","20.2","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","1977","1977","%","20.2","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","1978","1978","%","19.7","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","1979","1979","%","19.7","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","1980","1980","%","19.7","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","1981","1981","%","19.7","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","1982","1982","%","19.7","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","1983","1983","%","19.19","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","1984","1984","%","19.19","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","1985","1985","%","19.19","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","1986","1986","%","19.19","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","1987","1987","%","19.19","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","1988","1988","%","18.69","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","1989","1989","%","18.69","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","1990","1990","%","18.69","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","1991","1991","%","18.69","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","1992","1992","%","18.69","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","1993","1993","%","18.18","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","1994","1994","%","18.18","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","1995","1995","%","18.18","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","1996","1996","%","18.18","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","1997","1997","%","17.68","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","1998","1998","%","18.69","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","1999","1999","%","19.7","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","2000","2000","%","19.7","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","2001","2001","%","18.69","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","2002","2002","%","18.18","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","2003","2003","%","18.18","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","2004","2004","%","18.69","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","2005","2005","%","19.19","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","2006","2006","%","18.18","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","2007","2007","%","17.17","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","2008","2008","%","18.69","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","2009","2009","%","20.71","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","2010","2010","%","21.72","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","2011","2011","%","22.22","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","2012","2012","%","21.72","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","2013","2013","%","21.06","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","2014","2014","%","20.86","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","2015","2015","%","19.7","Fc","Calculated data"
"EL","Land Use","259","Channel Islands","7209","Share in Land area","6620","Cropland","2016","2016","%","19.7","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","1961","1961","%","5.16","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","1962","1962","%","5.19","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","1963","1963","%","5.21","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","1964","1964","%","5.24","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","1965","1965","%","5.27","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","1966","1966","%","5.3","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","1967","1967","%","5.32","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","1968","1968","%","5.35","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","1969","1969","%","5.38","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","1970","1970","%","5.51","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","1971","1971","%","5.58","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","1972","1972","%","5.65","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","1973","1973","%","5.78","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","1974","1974","%","5.85","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","1975","1975","%","5.85","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","1976","1976","%","5.92","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","1977","1977","%","5.78","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","1978","1978","%","5.65","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","1979","1979","%","5.51","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","1980","1980","%","5.45","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","1981","1981","%","5.31","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","1982","1982","%","5.11","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","1983","1983","%","5.04","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","1984","1984","%","4.98","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","1985","1985","%","4.94","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","1986","1986","%","4.82","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","1987","1987","%","4.46","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","1988","1988","%","4.44","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","1989","1989","%","4.46","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","1990","1990","%","4.1","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","1991","1991","%","3.95","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","1992","1992","%","3.64","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","1993","1993","%","3.47","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","1994","1994","%","3.43","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","1995","1995","%","3.23","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","1996","1996","%","3.09","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","1997","1997","%","3.09","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","1998","1998","%","3.09","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","1999","1999","%","2.86","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","2000","2000","%","2.84","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","2001","2001","%","2.89","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","2002","2002","%","2.78","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","2003","2003","%","2.59","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","2004","2004","%","2.6","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","2005","2005","%","2.54","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","2006","2006","%","2.42","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","2007","2007","%","2.31","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","2008","2008","%","2.38","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","2009","2009","%","2.38","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","2010","2010","%","2.32","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","2011","2011","%","2.39","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","2012","2012","%","2.34","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","2013","2013","%","2.38","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","2014","2014","%","2.35","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","2015","2015","%","2.38","Fc","Calculated data"
"EL","Land Use","40","Chile","7209","Share in Land area","6620","Cropland","2016","2016","%","2.32","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","1961","1961","%","11.17","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","1962","1962","%","11.14","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","1963","1963","%","11.13","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","1964","1964","%","11.11","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","1965","1965","%","11.09","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","1966","1966","%","11.05","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","1967","1967","%","11","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","1968","1968","%","10.96","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","1969","1969","%","10.92","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","1970","1970","%","10.88","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","1971","1971","%","10.84","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","1972","1972","%","10.8","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","1973","1973","%","10.76","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","1974","1974","%","10.83","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","1975","1975","%","10.68","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","1976","1976","%","10.67","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","1977","1977","%","10.67","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","1978","1978","%","10.64","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","1979","1979","%","10.66","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","1980","1980","%","10.63","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","1981","1981","%","10.71","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","1982","1982","%","11.24","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","1983","1983","%","11.85","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","1984","1984","%","12.59","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","1985","1985","%","13.36","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","1986","1986","%","13.52","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","1987","1987","%","13.59","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","1988","1988","%","13.7","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","1989","1989","%","13.86","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","1990","1990","%","14.03","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","1991","1991","%","14.14","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","1992","1992","%","13.96","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","1993","1993","%","13.89","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","1994","1994","%","13.89","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","1995","1995","%","13.89","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","1996","1996","%","13.89","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","1997","1997","%","13.94","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","1998","1998","%","13.98","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","1999","1999","%","13.92","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","2000","2000","%","13.8","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","2001","2001","%","13.57","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","2002","2002","%","13.43","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","2003","2003","%","13.17","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","2004","2004","%","13.2","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","2005","2005","%","13.31","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","2006","2006","%","12.96","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","2007","2007","%","13","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","2008","2008","%","13","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","2009","2009","%","13","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","2010","2010","%","13","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","2011","2011","%","13","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","2012","2012","%","13","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","2013","2013","%","13","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","2014","2014","%","13","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","2015","2015","%","14.41","Fc","Calculated data"
"EL","Land Use","351","China","7209","Share in Land area","6620","Cropland","2016","2016","%","14.4","Fc","Calculated data"
"EL","Land Use","44","Colombia","7209","Share in Land area","6620","Cropland","1961","1961","%","4.48","Fc","Calculated data"
"EL","Land Use","44","Colombia","7209","Share in Land area","6620","Cropland","1962","1962","%","4.48","Fc","Calculated data"
"EL","Land Use","44","Colombia","7209","Share in Land area","6620","Cropland","1963","1963","%","4.5","Fc","Calculated data"
"EL","Land Use","44","Colombia","7209","Share in Land area","6620","Cropland","1964","1964","%","4.5","Fc","Calculated data"
"EL","Land Use","44","Colombia","7209","Share in Land area","6620","Cropland","1965","1965","%","4.51","Fc","Calculated data"
