FCL Item code,FCL Title,Group,Scientific Name,Common Name,Definition
0015,Wheat,1 - CEREALS AND CEREAL PRODUCTS,"Triticum spp.: 
Triticum aestivum 
Triticum durum 
Triticum spelta","
common 
durum 
spelt","Common and durum wheat are the main types. Among common wheat, the main varieties are spring and winter, hard and soft, and red and white. At the national level, different varieties should be reported separately, reflecting their different uses. It includes meslin (a mixture wheat/rye). Used mainly for human food."
0016,Flour of Wheat,1 - CEREALS AND CEREAL PRODUCTS,,,"Defined broadly to include meal, groats and pellets. Strong flours from hard wheat are used for bread, while durum wheat flour is used primarily for pasta. Weaker flours from soft wheat are mainly used in cakes, pastries, biscuits and certain noodles."
0017,Bran of Wheat,11 - FODDER CROPS AND PRODUCTS,,,"Defined broadly to include sharps and other residue from the milling, sifting or other working of the grain. Contains a little flour."
0018,Macaroni,1 - CEREALS AND CEREAL PRODUCTS,,,"Pasta made from semolina, or flour, that is mixed with water and kneaded into a dough. Other ingredients may be included as well. The dough is then shaped into various forms. This heading is limited to macaroni that is not cooked, stuffed or otherwise prepared."
0019,Germ of Wheat,1 - CEREALS AND CEREAL PRODUCTS,,,"The seed embryo. Whole or rolled germ is used for oil extraction by solvents. Flaked or ground germ is used in bakers' wares, dietetic preparations, feed supplements and in pharmaceutical preparations."
0020,Bread,1 - CEREALS AND CEREAL PRODUCTS,,,"A baked product of flour or meal of cereals, especially wheat. Includes ordinary, unleavened, crackers, rusks, etc."
0021,Bulgur,1 - CEREALS AND CEREAL PRODUCTS,,,"Whole wheat grains that are boiled, dried and cracked, either between stones or in a hand mill. Very popular in the Near East"
0022,Pastry,1 - CEREALS AND CEREAL PRODUCTS,,,"All baked products excluding those listed under bread. Pastry products may contain ingredients other than wheat flour, such as milk, eggs, sugar, honey, starch, fats, fruit, seeds, etc."
0023,Starch of Wheat,1 - CEREALS AND CEREAL PRODUCTS,,,"Starch is the carbohydrate component in many plant cells. A white, odourless powder that is insoluble in cold water, it forms a paste in hot water. Wheat starch is used for human consumption and animal feed, and is processed into glucose and dextrine for industrial use. It is usually obtained from low-quality flour."
0024,Wheat Gluten,1 - CEREALS AND CEREAL PRODUCTS,,,"A by-product of the industrial production of starch, wheat gluten is the preferred cereal gluten for food purposes. Uses include enriching protein in flours for bread, pasta, etc."
0026,Wheat-Fermented Beverages,15 - BEVERAGES,,,"Low-alcohol beverages from fermented flour, e.g. Korean jakju and takju."
0027,"Rice, paddy",1 - CEREALS AND CEREAL PRODUCTS,"Oryza spp.: 
Oryza sativa",,Rice grain after threshing and winnowing.Also known as rice in the husk and rough rice. Used mainly for human food.
0028,"Rice, Husked",1 - CEREALS AND CEREAL PRODUCTS,,,Rice grain without hulls or husks. Also known as brown or cargo rice.
0029,"Rice, Milled (Husked)",1 - CEREALS AND CEREAL PRODUCTS,,,"White rice milled from imported husked rice. Includes semi-milled, whole-milled and parboiled rice."
0031,"Rice, Milled",1 - CEREALS AND CEREAL PRODUCTS,,,"White rice milled from locally grown paddy. Includes semi-milled, whole-milled and parboiled rice."
0032,"Rice, Broken",1 - CEREALS AND CEREAL PRODUCTS,,,"Residues from the selection of whole-grain, milled rice."
0033,"Rice, Gluten",1 - CEREALS AND CEREAL PRODUCTS,,,A by-product of the industrial production of starch. Not suitable for food use.
0034,Starch of Rice,1 - CEREALS AND CEREAL PRODUCTS,,,"See 0023 Rice starch is usually obtained from broken rice. Use primarily in the photographic industry to prepare ""matt"" paper."
0035,Bran of Rice,11 - FODDER CROPS AND PRODUCTS,,,"A by-product of polishing brown rice, comprising the pericarp, aleurone layer, embryo and some endosperm."
0036,Oil of Rice Bran,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,"Extracted from bran by pressure or, more frequently, by solvents."
0037,Cake of Rice Bran,11 - FODDER CROPS AND PRODUCTS,,,A residue of the extraction of oil. Also known as de-oiled rice bran.
0038,Flour of Rice,1 - CEREALS AND CEREAL PRODUCTS,,,Produced by milling broken or milled rice. Finely ground rice flour is widely used in infant foods and in noodles. It is not used in bread because it lacks the necessary gluten-forming protein.
0039,Rice-Fermented Beverages,15 - BEVERAGES,,,"Low-alcohol beverages, such as rice wine and sake."
0041,Breakfast Cereals,1 - CEREALS AND CEREAL PRODUCTS,,,"Foods prepared by swelling and roasting cereals or cereal products, e.g. corn flakes, puffed rice; cereals o/t maize, in grain form, precooked or otherwise prepared."
0044,Barley,1 - CEREALS AND CEREAL PRODUCTS,"Hordeum spp.: 
Hordeum disticum 
Hordeum hexasticum 
Hordeum vulgare","
two-row barley 
six-row barley 
four-row barley","Tolerates poorer soils and lower temperatures better than does wheat. Varieties include with husk and without (naked). Used as a livestock feed, for malt and for preparing foods. The roasted grains are a coffee substitute."
0045,Pot Barley,1 - CEREALS AND CEREAL PRODUCTS,,,"Whole-seed barley with the husks, hulls and bran removed."
0046,"Barley, Pearled",1 - CEREALS AND CEREAL PRODUCTS,,,"Small, round pellets obtained by the further milling of pot barley. This definition also includes kibbled, rolled or flaked grains."
0047,Bran of Barley,11 - FODDER CROPS AND PRODUCTS,,,A by-product of the production of pot barley.
0048,Barley Flour and Grits,1 - CEREALS AND CEREAL PRODUCTS,,,Fine flour and course meal obtained as milling by-products of pearled barley.
0049,Malt,1 - CEREALS AND CEREAL PRODUCTS,,,"A grain - usually barley - that has been germinated through a soaking process and then dried. Malt is used in brewing and distilling, and as a nutrient additive. Includes whole, ground, flour, and roasted malt, but excludes extracts and preparations."
0050,Malt Extract,1 - CEREALS AND CEREAL PRODUCTS,,,"A concentrated solution from water-macerated malt, which is used in infant and dietetic foods and in bread baking."
0051,Beer of Barley,15 - BEVERAGES,,,"Beverage that may be alcoholic or non-alcoholic that is made from fermented malted cereals (mainly barley), water and hops. Non-malted cereals may also be used. The FAO definition differs from the main international classifications in that it includes non-alcoholic beer."
0056,Maize,1 - CEREALS AND CEREAL PRODUCTS,Zea mays,"corn, Indian corn, mealies","A grain with a high germ content. At the national level, hybrid and ordinary maize should be reported separately owing to widely different yields and uses. Used largely for animal feed and commercial starch production."
0057,Germ of Maize,1 - CEREALS AND CEREAL PRODUCTS,,,The seed embryo that is separated during processing and is valued mainly for its oil.
0058,Flour of Maize,1 - CEREALS AND CEREAL PRODUCTS,,,"Broadly defined to include meal, groats and pellets."
0059,Bran of Maize,11 - FODDER CROPS AND PRODUCTS,,,A by-product of the milling of shelled maize.
0060,Oil of Maize,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,Extracted from germ by pressure or by solvents.
0061,Cake of Maize,11 - FODDER CROPS AND PRODUCTS,,,A residue of the extraction of oil from germ.
0063,Maize Gluten,1 - CEREALS AND CEREAL PRODUCTS,,,"Maize protein is often called gluten, although it lacks the quality characteristics of wheat gluten. It is separated from maize during commercial wet milling and used to enrich animal feeds."
0064,Starch of Maize,1 - CEREALS AND CEREAL PRODUCTS,,,"See 0023. The primary product of the large- scale industrial wet-milling process. Used mainly for the production of glucose, dextrin and alcohol."
0066,Beer of Maize,15 - BEVERAGES,,,Prepared either from malted or unmalted cereal.
0067,White Maize,1 - CEREALS AND CEREAL PRODUCTS,,,"Although separate data are reported for white maize production owing to its regional importance, its production is also included in 0056."
0068,Popcorn,1 - CEREALS AND CEREAL PRODUCTS,Zea mays var. everta,,"A variety of maize that is eaten after the kernels have been heated and have ""popped""."
0071,Rye,1 - CEREALS AND CEREAL PRODUCTS,Secale cereale,,"A grain that is tolerant of poor soils, high latitudes and altitudes. Mainly used in making bread, whisky and beer. When fed to livestock, it is generally mixed with other grains."
0072,Flour of Rye,1 - CEREALS AND CEREAL PRODUCTS,,,"Broadly defined to include meal, groats and pellets. In northern countries, rye flour is used primarily in bread."
0073,Bran of Rye,11 - FODDER CROPS AND PRODUCTS,,,A milling by-product.
0075,Oats,1 - CEREALS AND CEREAL PRODUCTS,"Avena spp.: 
Avena sativa",,"A plant with open, spreading panicle-bearing large spikelets. Used primarily in breakfast foods. Makes excellent fodder for horses."
0076,"Oats, Rolled",1 - CEREALS AND CEREAL PRODUCTS,,,"Obtained by crushing or rolling the whole or broken grain; includes grains flaked, hulled or otherwise worked for human consumption."
0077,Bran of Oats,11 - FODDER CROPS AND PRODUCTS,,,"By-product of milling oats for human consumption, containing mainly hulls and fragments of the endosperm (oat millfeed), as well as residues from hulling, rolling, flaking, etc."
0079,Millet,1 - CEREALS AND CEREAL PRODUCTS,"Including among all: 
Echinocloa frumentacea 
Eleusine coracana 
Panicum miliaceum 
Paspalum scrobiculatum 
Pennisetum glaucum 
Setaria italica","
barnyard or Japanese millet 
ragi, finger or African millet 
common, golden or proso millet 
koda or ditch millet 
pearl or cattail millet 
foxtail millet","Small-grained cereals that include a large number of different botanical species. Originated by the domestication of wild African grasses in the Nile valley and the Sahel zone, millets were subsequently taken to China and India. These cereals tolerate arid conditions and possess a small, highly nutritious grain that stores well. Used locally, both as a food and as a livestock feed. In all areas where they are cultivated, millets are used in traditional beer brewing. Also used as a feed for birds. It does not include Teff (Eragrostis abyssinica) cf. 0108."
0080,Flour of Millet,1 - CEREALS AND CEREAL PRODUCTS,,,"Broadly defined to include meal, groats and pellets."
0081,Bran of Millet,11 - FODDER CROPS AND PRODUCTS,,,A milling by-product.
0082,Beer of Millet,15 - BEVERAGES,,,A traditional beer prepared in African countries in which millets are cultivated. It is normally consumed while still fermenting.
0083,Sorghum,1 - CEREALS AND CEREAL PRODUCTS,"Sorghum spp.: 
Sorghum guineense 
Sorghum vulgare 
Sorghum dura","
guinea corn 
common, milo, feterita, kaffir corn 
durra, jowar, kaoliang","A cereal that has both food and feed uses. Sorghum is a major food grain in most of Africa, where it is also used in traditional beer brewing. It is desirable to report hybrid and other varieties separately."
0084,Flour of Sorghum,1 - CEREALS AND CEREAL PRODUCTS,,,"Broadly defined to include meal, groats and pellets."
0085,Bran of Sorghum,11 - FODDER CROPS AND PRODUCTS,,,A milling by-product.
0086,Beer of Sorghum,15 - BEVERAGES,,,A traditional beer prepared in African countries in which sorghum is cultivated. It is normally consumed while still fermenting.
0089,Buckwheat,1 - CEREALS AND CEREAL PRODUCTS,Fagopyrum esculentum (Polygonaceae),,"A minor cereal cultivated primarily in northern regions. Buckwheat is considered a cereal, although it does not belong to the gramineous family."
0090,Flour of Buckwheat,1 - CEREALS AND CEREAL PRODUCTS,,,"Broadly defined to include meal, groats and pellets. The flour is normally used in bread and crackers, and is also mixed with wheat flour. Meal and groats are normally used for soups."
0091,Bran of Buckwheat,11 - FODDER CROPS AND PRODUCTS,,,A milling by-product.
0092,Quinoa,1 - CEREALS AND CEREAL PRODUCTS,Chenopodium quinoa (Chenopodiaceae),,"A minor cereal, which tolerates high altitudes, quinoa is cultivated primarily in Andean countries. Used for food and to make chicha, a fermented beverage."
0094,Fonio,1 - CEREALS AND CEREAL PRODUCTS,"Digitaria spp.: 
Digitaria exilis 
Digitaria iburua","
fonio or findi 
black fonio or hungry rice",A minor cereal of importance only in West Africa where it is eaten in place of rice during famines. The seeds are cooked by steaming the whole grain.
0095,Flour of Fonio,1 - CEREALS AND CEREAL PRODUCTS,,,"Broadly defined to include meal, groats and pellets."
0096,Bran of Fonio,11 - FODDER CROPS AND PRODUCTS,,,A milling by-product.
0097,Triticale,1 - CEREALS AND CEREAL PRODUCTS,,,"A minor cereal that is a cross between wheat and rye, combining the quality and yield of wheat with the hardiness of rye."
0098,Flour of Triticale,1 - CEREALS AND CEREAL PRODUCTS,,,"Broadly defined to include meal, groats and pellets."
0099,Bran of Triticale,11 - FODDER CROPS AND PRODUCTS,,,A milling by-product.
0101,Canary seed,1 - CEREALS AND CEREAL PRODUCTS,Phalaris canariensis,,Minor cereal normally used as bird feed.
0103,Mixed grain,1 - CEREALS AND CEREAL PRODUCTS,,,A mixture of cereal species that are sown and harvested together. It does not include: meslin (a mixture wheat/rye).
0104,Flour of Mixed Grain,1 - CEREALS AND CEREAL PRODUCTS,,,"Broadly defined to include meal, groats and pellets."
0105,Bran of Mixed Grain,11 - FODDER CROPS AND PRODUCTS,,,A milling by-product.
0108,"Cereals, nes",1 - CEREALS AND CEREAL PRODUCTS,"Including among all: 
Chenopodium pallidicaule 
Amaranthus caudatus 
Coix lacryma-jobi 
Zizania aquatica 
Teff","
canagua or coaihua 
quihuicha or Inca wheat 
adlay or Job's tears 
wild rice 
Eragrostis abyssinica","Other cereal crops that are not identified separately because of their minor relevance at the international level. Because of their limited local importance, some countries report cereals under this commodity heading that are classified individually by FAO."
0109,Infant Food,1 - CEREALS AND CEREAL PRODUCTS,,,"Preparations for infant consumption, usually containing some non-cereal ingredients."
0110,Wafers,1 - CEREALS AND CEREAL PRODUCTS,,,"Communion wafers, empty cachets for pharmaceutical use and sealing wafers."
0111,Flour of Cereals nes,1 - CEREALS AND CEREAL PRODUCTS,,,"Broadly defined to include meal, groats and pellets."
0112,Bran of Cereals nes,11 - FODDER CROPS AND PRODUCTS,,,A milling by-product.
0113,Cereal Preparations,1 - CEREALS AND CEREAL PRODUCTS,,,"Cereal grains, excluding barley and oats, that are either rolled, flaked, pearled, sliced or kibbled."
0114,Mixes and Doughs,1 - CEREALS AND CEREAL PRODUCTS,,,Used in the preparation of bakers' wares.
0115,"Food Preparations of Flour, Meal or Malt Extract",1 - CEREALS AND CEREAL PRODUCTS,,,"Food preparations of flour, meal, starch or malt extracts, that either do not contain, or contain less than 50%, cocoa powder. Also, food preparations of milk that either do not contain, or contain less than 10%, cocoa powder."
0116,Potatoes,2 - ROOTS AND TUBERS AND DERIVED PRODUCTS,Solanum tuberosum,Irish potato,"A seasonal crop grown in temperate zones all over the world, but primarily in the northern hemisphere."
0117,Flour of Potatoes,2 - ROOTS AND TUBERS AND DERIVED PRODUCTS,,,"Produced from tubers that have been peeled, dried and milled. Includes flour, meal, flakes, granules and pellets."
0118,Frozen Potatoes,2 - ROOTS AND TUBERS AND DERIVED PRODUCTS,,,"Peeled potatoes that are either cooked or uncooked, sliced or unsliced, and then frozen."
0119,Starch of Potatoes,2 - ROOTS AND TUBERS AND DERIVED PRODUCTS,,,"A carbohydrate found in many plant cells. A white odourless powder that is insoluble in cold water, but forms a paste in hot water. Has wide food and non-food uses."
0120,Potato Offals,11 - FODDER CROPS AND PRODUCTS,,,The residue and waste from the preparation of potatoes.
0121,Tapioca of Potatoes,2 - ROOTS AND TUBERS AND DERIVED PRODUCTS,,,"A product obtained by heating potato starch mixed with water. Tapioca may be in the form of flakes, grains, pearls, siftings, seeds or other similar forms. Used in the preparation of soups and puddings or in foods for invalids."
0122,Sweet potatoes,2 - ROOTS AND TUBERS AND DERIVED PRODUCTS,Ipomoea batatas,,"A seasonal crop grown in tropical and subtropical regions. Used mainly for human food. Trade data cover fresh and dried tubers, whether or not sliced or in the form or pellets."
0125,Cassava,2 - ROOTS AND TUBERS AND DERIVED PRODUCTS,"Manihot esculenta; Manihot utilissima
Manihot palmata; Manihot dulcis","manioc, mandioca, yuca
yuca dulce","A semi-permanent crop grown in tropical and subtropical regions. Sometimes bitter and sweet cassavas are referred to as separate species, the former being M. esculenta and the latter M. palmata, but this is incorrect since the toxicity varies according to location. Cassava is the staple food in many tropical countries. It is not traded internationally in its fresh state because tubers deteriorate very rapidly."
0126,Flour of Cassava,2 - ROOTS AND TUBERS AND DERIVED PRODUCTS,,,"A product of tubers that have been peeled, dried and milled; mainly for human consumption. Includes flour, meal and flakes."
0127,Tapioca of Cassava,2 - ROOTS AND TUBERS AND DERIVED PRODUCTS,,,See 0121. Obtained from cassava starch and used in the preparation of puddings and in infant foods.
0128,"Cassava, Dried",2 - ROOTS AND TUBERS AND DERIVED PRODUCTS,,,"Includes peeled, sliced and sun-dried (cassava chips), as well as ground and compressed cassava (pellets). Used mainly as livestock feed."
0129,Starch of Cassava,2 - ROOTS AND TUBERS AND DERIVED PRODUCTS,,,"See 0119. The principal industrial outlet for cassava. Cassava starch is used in the foodstuffs, textile and paper industries for the manufacture of plywood and veneer, adhesives, glucose and dextrine."
0135,Yautia (Cocoyam),2 - ROOTS AND TUBERS AND DERIVED PRODUCTS,"Xanthosoma spp.: 
Xanthosoma sagittifolium","
malanga, new cocoyam, ocumo, tannia","Several plants are included in this group, some with edible tubers and others with edible stems (also called aroids). Yautia is grown mainly in the Caribbean and is used for food. Trade data cover both fresh and dried yautia."
0136,Taro (Cocoyam),2 - ROOTS AND TUBERS AND DERIVED PRODUCTS,Colocasia esculenta,"Dasheen, eddoe, taro, old cocoyam",Aroids cultivated for their edible starchy corms or underground stems. Taro is grown throughout the tropics for food. Trade data cover both fresh and dried taro.
0137,Yams,2 - ROOTS AND TUBERS AND DERIVED PRODUCTS,Dioscorea spp.,,"The principal edible yams are widely grown throughout the tropics. A starchy staple foodstuff, normally eaten as a vegetable, boiled, baked or fried. In West Africa they are consumed mainly as ""fufu"", a stiff glutinous dough. Trade data cover both fresh and dried yams."
0149,Roots and tubers nes,2 - ROOTS AND TUBERS AND DERIVED PRODUCTS,"Including among all: 
Arracacoa xanthorrhiza 
Maranta arundinacea 
Cyperus esculentus 
Metroxylon spp. 
Oxalis tuberosa and Ullucus tuberosus 
Pachyrxhizus erosus, Pachyrxhizus angulatus 
Tropaeolum tuberosum 
Helianthus tuberosus","
arracacha 
arrowroot 
chufa 
sago palm 
oca and ullucu 
yam bean, jicama 
mashua 
Jerusalem artichoke, topinambur","Other tubers, roots or rhizomes, fresh, that are not identified separately because of their minor relevance at the international level. Because of their limited local importance, some countries report roots and tubers under this commodity heading that are classified individually by FAO."
0150,Flour of Roots and Tubers nes,2 - ROOTS AND TUBERS AND DERIVED PRODUCTS,,,Flour and meal produced from roots and tubers o/t potatoes and cassava.
0151,"Roots and Tubers, Dried nes",2 - ROOTS AND TUBERS AND DERIVED PRODUCTS,,,"Other tubers, roots or rizhomes, dried, o/t potatoes and cassava."
0154,"Fructose, Chemically Pure",3 - SUGAR CROPS AND SWEETENERS AND DERIVED PRODUCTS,,,"Or levulose, monosaccharide, present with glucose in sweet fruits and honey."
0155,"Maltose, Chemically Pure",3 - SUGAR CROPS AND SWEETENERS AND DERIVED PRODUCTS,,,Produced industrially from starch by hydrolysis with malt diastase. Used in the brewing industry.
0156,Sugar cane,3 - SUGAR CROPS AND SWEETENERS AND DERIVED PRODUCTS,Saccharum officinarum,,"In some producing countries, marginal quantities of sugar cane are consumed, either directly as food or in the form of juice."
0157,Sugar beet,3 - SUGAR CROPS AND SWEETENERS AND DERIVED PRODUCTS,Beta vulgaris var. altissima,,"In some producing countries, marginal quantities are consumed, either directly as food or in the preparation of jams."
0158,Cane Sugar,3 - SUGAR CROPS AND SWEETENERS AND DERIVED PRODUCTS,,,"A non-refined, crystallized material derived from the juices of sugar-cane stalk and consisting either wholly or essentially of sucrose."
0159,Beet Sugar,3 - SUGAR CROPS AND SWEETENERS AND DERIVED PRODUCTS,,,"A non-refined, crystallized material derived from the juices extracted from the root of the sugar beet and consisting either wholly or essentially of sucrose."
0160,Maple Sugar and Syrups,3 - SUGAR CROPS AND SWEETENERS AND DERIVED PRODUCTS,,,Maple syrup is produced by atmospheric boiling of maple sap in an open-pan evaporator. Continuing the evaporation process until the syrup crystalizes yields maple sugar.
0161,Sugar crops nes,3 - SUGAR CROPS AND SWEETENERS AND DERIVED PRODUCTS,"Including among all: 
Acer saccharum 
Sorghum saccharatum 
Arenga saccharifera","
sugar maple 
sweet sorghum 
sugar palm","Includes minor sugar crops of local importance. In the case of saps, production is to be expressed in liquid equivalent."
0162,"Sugar, Raw Centrifugal",3 - SUGAR CROPS AND SWEETENERS AND DERIVED PRODUCTS,,,The sum of codes 0158 and 0159. Processed further to obtain refined sugar.
0163,"Sugar, Non-Centrifugal",3 - SUGAR CROPS AND SWEETENERS AND DERIVED PRODUCTS,,,Generally derived from sugar cane through traditional methods without centrifugation.
0164,"Sugar, Refined",3 - SUGAR CROPS AND SWEETENERS AND DERIVED PRODUCTS,,,"Production covers domestic production, plus or minus imports and/or exports of raw centrifugal sugar in terms of refined sugar."
0165,Molasses,3 - SUGAR CROPS AND SWEETENERS AND DERIVED PRODUCTS,,,"A by-product of the extraction or refining of beet or cane sugar or of the production of fructose from maize. Used for feed, food, industrial alcohol, alcoholic beverages and ethanol."
0166,Other Fructose and Syrup,3 - SUGAR CROPS AND SWEETENERS AND DERIVED PRODUCTS,,,"Monosaccharide found in fruits and honey, commercially produced from glucose, sucrose or by hydrolysis of inulin (polysaccharide found mainly in the tubers of the dahlia and the Jerusalem artichoke). Especially suitable for use by diabetics."
0167,Sugar and Syrups nes,3 - SUGAR CROPS AND SWEETENERS AND DERIVED PRODUCTS,,,"Includes invert sugar, caramel, golden syrup, artificial honey, maltose other than chemically pure, sorghum and palm sugars. See also the general note in the introduction."
0168,Sugar Confectionery,3 - SUGAR CROPS AND SWEETENERS AND DERIVED PRODUCTS,,,"Sugar confectionery, including chewing gum, that does not contain cocoa. Includes white chocolate."
0169,Beet Pulp,11 - FODDER CROPS AND PRODUCTS,,,Residue from the extraction of sugar from the root of sugar beets. Used for animal feed.
0170,Bagasse,11 - FODDER CROPS AND PRODUCTS,,,"Residue consisting of the fibrous portion of the sugar cane after the juice has been extracted. Used as a fuel in sugar mills, as an animal feed, and in paper production."
0172,Glucose and Dextrose,3 - SUGAR CROPS AND SWEETENERS AND DERIVED PRODUCTS,,,"Glucose is a monosaccharide produced by hydrolysing starch with acids and/or enzymes. Dextrose is chemically pure glucose. Used in the food industry, in brewing, in tobacco fermentation and in pharmaceutical products."
0173,Lactose,3 - SUGAR CROPS AND SWEETENERS AND DERIVED PRODUCTS,,,Also known as milk sugar. Produced commercially from whey.
0174,Artificial Sweeteners,3 - SUGAR CROPS AND SWEETENERS AND DERIVED PRODUCTS,,,High-intensity or low-caloric sweetening agents that are produced chemically.
0175,Isoglucose,3 - SUGAR CROPS AND SWEETENERS AND DERIVED PRODUCTS,,,"Also known as HFCS (high-fructose corn syrup), HFSS (high-fructose starch syrup), HFGS (high-fructose glucose syrup). Isoglucose is a new type of starch syrup where glucose has been isomerized to fructose by using one or more isomerizing enzymes. Most important of the sweeteners manufactured from maize starch. Widely used in the production of food and soft drinks."
0176,"Beans, dry",4 - PULSES AND DERIVED PRODUCTS,"Phaseolus and Vigna spp.: 
Phaseolus vulgaris 
Phaseolus lunatus 
Phaseolus angularis or Vigna angularis 
Phaseolus aureus 
Phaseolus mungo or Vigna mungo 
Phaseolus coccineus 
Phaseolus calcaratus 
Phaseolus aconitifolius 
Phaseolus acutifolius 
Vigna radiata 
Vigna aconitifolia","
kidney, haricot bean 
lima, butter bean 
adzuki bean 
mungo bean, golden, green gram 
black gram, urd 
scarlet runner bean 
rice bean 
moth bean 
tepary bean","Includes species of Phaseolus and Vigna. 
The class does not include: Vigna sinensis (Cow peas) cf. 0195 and Vigna or Voandzeia subterranea (Bambara beans) cf. 0203."
0181,"Broad beans, dry",4 - PULSES AND DERIVED PRODUCTS,"Vicia faba: 
Vicia faba var. equina 
Vicia faba var. major 
Vicia faba var. minor","
horse-bean 
broad bean 
field bean",No definition available.
0187,"Peas, dry",4 - PULSES AND DERIVED PRODUCTS,"Pisum sativum 
Pisum arvense","garden pea 
field pea",No definition available.
0191,"Chick-peas, dry",4 - PULSES AND DERIVED PRODUCTS,Cicer arietinum,"chickpea, Bengal gram, garbanzos",No definition available
0195,"Cow peas, dry",4 - PULSES AND DERIVED PRODUCTS,Vigna sinensis; Dolichos sinensis,"cowpea, blackeye pea/bean",No definition available.
0197,Pigeon peas,4 - PULSES AND DERIVED PRODUCTS,Cajanus cajan,"pigeon pea, cajan pea, Congo bean","No definition available.
"
0201,"Lentils, dry",4 - PULSES AND DERIVED PRODUCTS,"Lens esculenta 
Ervum lens",,No definition available.
0203,Bambara beans,4 - PULSES AND DERIVED PRODUCTS,Voandzeia subterranea or Vigna subterranea,"bambara groundnut, earth pea",These beand are grown underground in a similar way to groundnuts
0205,Vetches,4 - PULSES AND DERIVED PRODUCTS,Vicia sativa,spring/common vetch,Used mainly for animal feed.
0210,Lupins,4 - PULSES AND DERIVED PRODUCTS,Lupinus spp.,,"Used primarily for feed, though in some parts of Africa and in Latin America some varieties are cultivated for human food."
0211,Pulses nes,4 - PULSES AND DERIVED PRODUCTS,"Including among all: 
Dolichos spp. 
Canavalia spp. 
Psophocarpus tetragonolobus 
Cyamopsis tetragonoloba 
Stizolobium spp. 
Pachyrrhizus erosus","
lablab or hyacinth bean 
jack or sword bean 
winged bean 
guar bean 
velvet bean 
yam bean","Other pulses that are not identified separately because of their minor relevance at the international level. Because of their limited local importance, some countries report pulses under this heading that are classified individually by FAO."
0212,Flour of Pulses,4 - PULSES AND DERIVED PRODUCTS,,,Produced through milling or grinding of pulses. This heading also includes meal.
0213,Bran of Pulses,11 - FODDER CROPS AND PRODUCTS,,,"Bran, sharps and other residues from the milling or working of pulses."
0216,Brazil nuts,5 - NUTS AND DERIVED PRODUCTS,Bertholletia excelsa,"Brazil, Para or cream nut",No definition available.
0217,Cashew nuts,5 - NUTS AND DERIVED PRODUCTS,Anacardium occidentale,,"Produced mainly in East Africa, India and Brazil."
0220,Chestnuts,5 - NUTS AND DERIVED PRODUCTS,"Castanea spp.: 
Castanea vesca 
Castanea vulgaris 
Castanea sativa",,Produced mainly in Europe and Asia.
0221,Almonds,5 - NUTS AND DERIVED PRODUCTS,"Prunus amygdalus 
Prunus communis 
Amygdalus communis",,"Produced mainly in Mediterranean countries, the United States and Asia."
0222,Walnuts,5 - NUTS AND DERIVED PRODUCTS,"Jugland spp.: 
Jugland regia",,"Produced in temperate zones of the Northern Hemisphere, particularly in the United States."
0223,Pistachios,5 - NUTS AND DERIVED PRODUCTS,Pistacia vera,,Produced mainly in the Near East and the United States.
0224,Kolanuts,5 - NUTS AND DERIVED PRODUCTS,Cola nitida; Cola vera; Cola acuminata,"kola, cola, Sudan cola nut","Produced mainly in Africa. Kola nuts, containing 2.4 to 2.6% caffeine, are commonly chewed by the local population. Much used in Europe and America in the production of beverages."
0225,Hazelnuts (Filberts),5 - NUTS AND DERIVED PRODUCTS,Corylus avellana,,Produced mainly in Mediterranean countries and the United States.
0226,Areca nuts,5 - NUTS AND DERIVED PRODUCTS,Areca catechu,"areca, betel nut",Produced mainly in the Far East. Areca nuts are used mainly as masticatory. These nuts contain alkaloids (arecoline and arecaidine).
0229,"Brazil Nuts, Shelled",5 - NUTS AND DERIVED PRODUCTS,,,Around 55% of the weight in shell.
0230,"Cashew Nuts, Shelled",5 - NUTS AND DERIVED PRODUCTS,,,Around 25% of the weight in shell.
0231,"Almonds, Shelled",5 - NUTS AND DERIVED PRODUCTS,,,Around 55% of the weight in shell.
0232,"Walnuts, Shelled",5 - NUTS AND DERIVED PRODUCTS,,,Around 53% of the weight in shell.
0233,"Hazelnuts, Shelled",5 - NUTS AND DERIVED PRODUCTS,,,Around 50% of the weight in shell.
0234,Nuts nes,5 - NUTS AND DERIVED PRODUCTS,"Including among all: 
Carya illinoensis 
Caryocar nuciferum 
Canarium spp. 
Lecythis zabucajo 
Macadamia ternifolia 
Pinus pinea","
pecan nut 
butter or swarri nut 
pili nut, Java almond, Chinese olives 
paradise or sapucaia nut 
Queensland, macadamia nut 
pignolia nut","Other nuts that are not identified separately because of their minor relevance at the international level. Because of their limited local importance, some countries report nuts under this heading that are classified individually by FAO."
0235,Prepared Nuts,5 - NUTS AND DERIVED PRODUCTS,,,"Mainly roasted, whether or not containing vegetable oils, salt, flavours, spices or other additives. Excludes prepared groundnuts, except when mixed with other nuts."
0236,Soybeans,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,Glycine soja,,"The most important oil crop. Also widely consumed as a bean and in the form of various derived products because of its high protein content, e.g. soya milk, meat, etc."
0237,Oil of Soybeans,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,Obtained by solvent extraction from the beans. Used mainly for food.
