FCL Item code,FCL Title,Crop category,Source,Category,Categorized,Category (from FAO production definitions),Group,Scientific Name,Common Name,Definition
1057,Chickens,Non crops,Chickens,Animals,No,#N/A,16 - LIVESTOCK,"Gallus domesticus 
Numida meleagris","fowl 
Guinea fowl",Domesticated birds only. Data are expressed in thousands.
1058,Chicken meat,Non crops,"Meat, chicken",Meat,No,#N/A,17 - PRODUCTS FROM SLAUGHTERED ANIMALS,,,"Fresh, chilled or frozen. May include all types of poultry meat if national statistics do not report separate data."
1059,Offals and liver of chickens,Non crops,"Offals, liver chicken",Meat,No,#N/A,17 - PRODUCTS FROM SLAUGHTERED ANIMALS,,,"Fresh, chilled or frozen."
1060,Fatty Liver Preparations,Non crops,"Fat, liver prepared (foie gras)",Meat,No,#N/A,17 - PRODUCTS FROM SLAUGHTERED ANIMALS,,,"Fatty livers of ducks and geese when cooked, prepared or preserved (e.g. paté)."
1061,"Meat, Canned (Poultry)",Non crops,"Meat, chicken, canned",Meat,No,#N/A,17 - PRODUCTS FROM SLAUGHTERED ANIMALS,,,Includes meat and offals of poultry. See 0875.
1062,Hen eggs,Non crops,"Eggs, hen, in shell",Dairy products+eggs,No,#N/A,18 - PRODUCTS FROM LIVE ANIMALS,,,Weight in shell.
1063,"Eggs, Liquid",Non crops,"Eggs, liquid",Dairy products+eggs,No,#N/A,18 - PRODUCTS FROM LIVE ANIMALS,,,"Whole eggs, not in the shell, and egg yolks in liquid form that are frozen or otherwise preserved."
1064,"Eggs, Dried",Non crops,"Eggs, dried",Dairy products+eggs,No,#N/A,18 - PRODUCTS FROM LIVE ANIMALS,,,"Whole eggs and egg yolks, dried or powdered."
1065,Fat of poultry,Non crops,"Fat, poultry",Animal oil,No,#N/A,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,Unrendered poultry fat.
1066,"Fat of Poultry, Rendered",Non crops,"Fat, poultry, rendered",Fats,No,#N/A,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,"Rendered poultry fat, including bone fat and fat obtained from waste."
1067,"Hen eggs, (number)",#N/A,#N/A,#N/A,#N/A,#N/A,18 - PRODUCTS FROM LIVE ANIMALS,,,No definition available.
1068,Ducks,Non crops,Ducks,Animals,No,#N/A,16 - LIVESTOCK,Anas spp.,,See 1057.
1069,Duck meat,Non crops,"Meat, duck",Meat,No,#N/A,17 - PRODUCTS FROM SLAUGHTERED ANIMALS,,,"Fresh, chilled or frozen."
1072,Geese,Non crops,Geese and guinea fowls,Animals,No,#N/A,16 - LIVESTOCK,Anser spp.,,See 1057.
1073,Goose meat,Non crops,"Meat, goose and guinea fowl",Meat,No,#N/A,17 - PRODUCTS FROM SLAUGHTERED ANIMALS,,,"Fresh, chilled or frozen."
1074,Offals and liver of geese,Non crops,"Offals, liver geese",Meat,No,#N/A,17 - PRODUCTS FROM SLAUGHTERED ANIMALS,,,"Fresh, chilled or frozen, salted or in brine."
1075,Offals and liver of ducks,Non crops,"Offals, liver duck",Meat,No,#N/A,17 - PRODUCTS FROM SLAUGHTERED ANIMALS,,,"Fresh, chilled or frozen, salted or in brine."
1079,Turkeys,Non crops,Turkeys,Animals,No,#N/A,16 - LIVESTOCK,Meleagris gallopavo,,See 1057.
1080,Turkey meat,Non crops,"Meat, turkey",Meat,No,#N/A,17 - PRODUCTS FROM SLAUGHTERED ANIMALS,,,"Fresh, chilled or frozen."
1081,Offals and liver of turkey,#N/A,#N/A,#N/A,#N/A,#N/A,17 - PRODUCTS FROM SLAUGHTERED ANIMALS,,,No definition available.
1083,Pigeons and other birds,Non crops,"Pigeons, other birds",Animals,No,#N/A,16 - LIVESTOCK,"Including among all: 
Alectoris rufa 
Columba livia 
Coturnis spp. 
","
partridge 
pigeon 
quail 
turtle dove 
pheasant",See 1057.
1089,Meat of pigeons and other birds nes,Non crops,"Meat, bird nes",Meat,No,#N/A,17 - PRODUCTS FROM SLAUGHTERED ANIMALS,,,"Fresh, chilled or frozen."
1091,"Eggs, excluding hen eggs",Non crops,"Eggs, other bird, in shell",Dairy products+eggs,No,#N/A,18 - PRODUCTS FROM LIVE ANIMALS,,,Weight in shell.
1092,"Eggs, excluding hen eggs (number)",#N/A,#N/A,#N/A,#N/A,#N/A,18 - PRODUCTS FROM LIVE ANIMALS,,,No definition available.
1096,Horses,Non crops,Horses,Animals,No,#N/A,16 - LIVESTOCK,Equus caballus,,See 0866.
1097,Horse meat,Non crops,"Meat, horse",Meat,No,#N/A,17 - PRODUCTS FROM SLAUGHTERED ANIMALS,,,"Fresh, chilled or frozen."
1098,Offals of horses,Non crops,"Offals, horses",Meat,No,#N/A,17 - PRODUCTS FROM SLAUGHTERED ANIMALS,,,"Fresh, chilled or frozen."
1100,Hair of horses,Non crops,"Hair, horse",Non-food,No,#N/A,9 - FIBRES OF VEGETAL AND ANIMAL ORIGIN,,,Includes hair of the manes and tails of equine and bovine animals and waste therefrom. Hair from flanks included in 1219.
1102,"Horse hides, fresh",#N/A,#N/A,#N/A,#N/A,#N/A,19 - HIDES AND SKINS,,,See 0919. Both adult and young animals.
1103,"Hides, Wet-Salted (Horses)",Non crops,"Hides, horse, wet salted",Non-food,No,#N/A,19 - HIDES AND SKINS,,,See 0920. Includes hides of asses and mules.
1104,"Hides, Dry-Salted (Horses)",Non crops,"Hides, horse, dry salted",Non-food,No,#N/A,19 - HIDES AND SKINS,,,See 0921. Includes hides of asses and mules.
1105,"Hides nes, Horses",Non crops,"Hides, horse, nes",Non-food,No,#N/A,19 - HIDES AND SKINS,,,See 0922. Includes hides of asses and mules.
1107,Asses,Non crops,Asses,Animals,No,#N/A,16 - LIVESTOCK,Equus asinus,,See 0866.
1108,Meat of asses,Non crops,"Meat, ass",Meat,No,#N/A,17 - PRODUCTS FROM SLAUGHTERED ANIMALS,,,"Fresh, chilled or frozen."
1109,"Hides of asses, fresh",#N/A,#N/A,#N/A,#N/A,#N/A,19 - HIDES AND SKINS,,,See 0919. Both adult and young animals.
1110,Mules,Non crops,Mules,Animals,No,#N/A,16 - LIVESTOCK,,,Includes hinnies. Mules are offspring of a male ass and a female horse (mare); a hinny is the offspring of a female ass and a male horse (stallion). Both are sterile. See 0866.
1111,Meat of mules,#N/A,#N/A,#N/A,#N/A,#N/A,17 - PRODUCTS FROM SLAUGHTERED ANIMALS,,,"Fresh, chilled or frozen."
1112,"Hides of mules, fresh",#N/A,#N/A,#N/A,#N/A,#N/A,19 - HIDES AND SKINS,,,See 0919. Both adult and young animals.
1126,Camels,Non crops,Camels,Animals,No,#N/A,16 - LIVESTOCK,"Camelus bactrianus
Camelus dromedarius","Bactrian camel
Arabian camel",See 0866.
1127,Meat of camels,Non crops,"Meat, camel",Meat,No,#N/A,17 - PRODUCTS FROM SLAUGHTERED ANIMALS,,,"Fresh, chilled or frozen."
1128,"Offals of camels, edibles",#N/A,#N/A,#N/A,#N/A,#N/A,17 - PRODUCTS FROM SLAUGHTERED ANIMALS,,,"Fresh, chilled or frozen."
1129,Fat of camels,Non crops,"Fat, camels",Animal oil,No,#N/A,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,Unrendered slaughter fats.
1130,Camel milk,#N/A,#N/A,#N/A,#N/A,#N/A,18 - PRODUCTS FROM LIVE ANIMALS,,,See 0882.
1133,"Camel hides, fresh",#N/A,#N/A,#N/A,#N/A,#N/A,19 - HIDES AND SKINS,,,See 0919. Both adult and young animals.
1134,"Hides, Wet-Salted (Camels)",Non crops,"Hides, camel, wet salted",Non-food,No,#N/A,19 - HIDES AND SKINS,,,See 0920.
1135,"Hides, Dry-Salted (Camels)",#N/A,#N/A,#N/A,#N/A,#N/A,19 - HIDES AND SKINS,,,See 0921.
1136,"Hides nes, Camels",Non crops,"Hides, camel, nes",Non-food,No,#N/A,19 - HIDES AND SKINS,,,See 0922.
1140,Rabbits,Non crops,Rabbits and hares,Animals,No,#N/A,16 - LIVESTOCK,Oryctolagus cuniculus,,See 0866. May include domesticated hares (Lepus spp.). Data are expressed in thousands.
1141,Rabbit meat,Non crops,"Meat, rabbit",Meat,No,#N/A,17 - PRODUCTS FROM SLAUGHTERED ANIMALS,,,"Fresh, chilled or frozen. May include hare meat."
1146,Rabbit skins,Non crops,"Skins, rabbit",Non-food,No,#N/A,19 - HIDES AND SKINS,,,"See 0919. Both adult and young animals. Trade data include processed skins, including angora."
1150,Other rodents,Non crops,"Rodents, other",Animals,No,#N/A,16 - LIVESTOCK,,,"See 0866. Includes only those used mainly for meat, e.g. Guinea pig. Rodents used mainly for fur skins are included in Code 1169. Data are expressed in thousands."
1151,Meat of other domestic rodents,#N/A,#N/A,#N/A,#N/A,#N/A,17 - PRODUCTS FROM SLAUGHTERED ANIMALS,,,"Fresh, chilled or frozen."
1157,Other camelids,Non crops,"Camelids, other",Animals,No,#N/A,16 - LIVESTOCK,"Including among all: 
glama pacos 
peruana 
huanacos 
vicugna","
alpaca 
llama 
guanaco 
vicuÃ±a",See 0866.
1158,Meat of other domestic camelids,#N/A,#N/A,#N/A,#N/A,#N/A,17 - PRODUCTS FROM SLAUGHTERED ANIMALS,,,"Fresh, chilled or frozen."
1160,Fat of other camelids,#N/A,#N/A,#N/A,#N/A,#N/A,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,Unrendered slaughter fats.
1163,Game meat,Non crops,"Meat, game",Meat,No,#N/A,17 - PRODUCTS FROM SLAUGHTERED ANIMALS,,,"Meat and offals of wild animals, whether fresh, chilled or frozen."
1164,"Meat, Dried nes",Non crops,"Meat, dried nes",Meat,No,#N/A,17 - PRODUCTS FROM SLAUGHTERED ANIMALS,,,"Meat, except of bovines and pigs, salted, in brine or smoked."
1166,Meat nes,Non crops,"Meat, nes",Meat,No,#N/A,17 - PRODUCTS FROM SLAUGHTERED ANIMALS,,,"Including frog legs, marine mammals, etc. Some countries include under this heading meats that are listed above, but which are not reported separately. Fresh, chilled or frozen."
1167,Offals nes,Non crops,"Offals, nes",Meat,No,#N/A,17 - PRODUCTS FROM SLAUGHTERED ANIMALS,,,"Fresh, chilled or frozen."
1168,Animal Oils and Fats nes,Non crops,"Oils, fats of animal nes",Animal oil,No,#N/A,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,"Animal oils and fats obtained from other animal species and oils and fats recovered from guts, feet, sweepings, hide trimmings, etc."
1169,"Live animals, non food nes",#N/A,#N/A,#N/A,#N/A,#N/A,16 - LIVESTOCK,,,Any animal not raised for food. External trade data also include wild animals.
1171,Live animals nes,Non crops,Animals live nes,Animals,No,#N/A,16 - LIVESTOCK,,,"Any other animal grown for meat, eggs, feathers and skins, e.g. ostrich, antelope, deer, reindeer, chamois."
1172,"Meat, Prepared nes",Non crops,"Meat, nes, preparations",Meat,No,#N/A,17 - PRODUCTS FROM SLAUGHTERED ANIMALS,,,"Excludes poultry, swine or bovine meat preparations."
1173,Meat Meal,Non crops,"Meal, meat",Fodder,No,#N/A,11 - FODDER CROPS AND PRODUCTS,,,"Flours, meals and pellets of meat and offal (including of marine mammals); greaves and tankage. Used for feed."
1174,Fish Meal,#N/A,#N/A,#N/A,#N/A,#N/A,11 - FODDER CROPS AND PRODUCTS,,,"Flours, meals and pellets from fish, crustaceans, molluscs or other aquatic invertebrates. Used for feed."
1175,Blood Meal,#N/A,#N/A,#N/A,#N/A,#N/A,11 - FODDER CROPS AND PRODUCTS,,,"Flours, meals and pellets obtained through dehydration of blood. Used for feed."
1176,Snails o/t sea snails,#N/A,#N/A,#N/A,#N/A,#N/A,17 - PRODUCTS FROM SLAUGHTERED ANIMALS,,,"Fresh, chilled, frozen, dried, salted or in brine."
1181,Beehives,Non crops,Beehives,Miscellaneous,No,#N/A,16 - LIVESTOCK,"Apis mellifica 
Apis dorsata 
Apis florea 
Apis indica",,A beehive is an artificial habitation for bees.
1182,Honey,Other crops,"Honey, natural",Sugars,No,#N/A,3 - SUGAR CROPS AND SWEETENERS AND DERIVED PRODUCTS,,,Honey produced by bees (Apis mellifera) or by other insects.
1183,Beeswax,Non crops,Beeswax,Non-food,No,#N/A,18 - PRODUCTS FROM LIVE ANIMALS,,,"The substance bees use to build the hexagonal cells of the combs of beehives. Includes other insect waxes as well, i.e. lac and Chinese wax."
1185,"Cocoons, reelable",Non crops,"Silk-worm cocoons, reelable",Non-food,No,#N/A,9 - FIBRES OF VEGETAL AND ANIMAL ORIGIN,,,"Silkworm cocoons suitable for reeling. Foreign trade data are expressed in silk equivalent, which is 25% of their weight."
1186,"Silk, Raw",Non crops,Silk raw,Non-food,No,#N/A,9 - FIBRES OF VEGETAL AND ANIMAL ORIGIN,,,Obtained by reeling the filaments from cocoons. Not thrown.
1187,"Cocoons Unreelable, Waste",Other crops,"Cocoons, unreelable & waste",Non-food,No,#N/A,9 - FIBRES OF VEGETAL AND ANIMAL ORIGIN,,,Include cocoons unsuitable for reeling and silk waste of all kinds. Not carded or combed.
1195,Fur skin,Non crops,"Skins, furs",Non-food,No,#N/A,19 - HIDES AND SKINS,,,"High-value raw skins, e.g. mink, fox, beaver."
1213,"Hides and skins nes, fresh",Non crops,"Hides and skins nes, fresh",Non-food,No,#N/A,19 - HIDES AND SKINS,,,"See 0919. Both adult and young animals. Includes, among others, chamois, antelope, crocodile and snake."
1214,"Hides, Wet-Salted nes",Non crops,"Hides, wet salted, nes",Non-food,No,#N/A,19 - HIDES AND SKINS,,,See 0920.
1215,"Hides, Dry-Salted nes",Non crops,"Hides, nes, dry salted",Non-food,No,#N/A,19 - HIDES AND SKINS,,,See 0921.
1216,Hides nes,Non crops,"Hides, nes",Non-food,No,#N/A,19 - HIDES AND SKINS,,,See 0922.
1217,"Leather, Used and Waste",Non crops,Leather used & waste,Non-food,No,#N/A,19 - HIDES AND SKINS,,,"Parings and other waste of leather, leather dust, powder and flour."
1218,"Hair, fine",Non crops,"Hair, fine",Non-food,No,#N/A,9 - FIBRES OF VEGETAL AND ANIMAL ORIGIN,,,"Fine animal hair, mainly from alpaca, llama, vicuña, camel and angora rabbit. Excludes carded or combed hair."
1219,"Hair, coarse nes",Non crops,"Hair, coarse nes",Non-food,No,#N/A,9 - FIBRES OF VEGETAL AND ANIMAL ORIGIN,,,"Hair from flanks of equines and bovines, as well as hair from other animals, such as dogs and monkeys. Excludes carded or combed hair."
1221,Lard Stearine and Lard Oil,Non crops,Lard stearine oil,Animal oil,No,#N/A,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,"Obtained by pressing lard or tallow (oleo-oil, tallow oil, tallow stearine)."
1222,Degras,Non crops,Degras,Fats,No,#N/A,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,A residue from tanning leather that is obtained either by pressing or by extraction with solvents.
1223,Oil from Fish and Marine Mammals,#N/A,#N/A,#N/A,#N/A,#N/A,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,"Fats and oils from fish and marine mammals extracted from the body or liver, whether or not refined, but not chemically modified."
1225,Tallow,Non crops,Tallow,Animal oil,No,#N/A,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,"Rendered fats of animals other than pigs, excluding tallow oil or stearine."
1232,Food Preparations nes,Other crops,Food prep nes,Miscellaneous,No,#N/A,13 - TOBACCO AND RUBBER AND OTHER CROPS,,," 
Group 13 - TOBACCO AND RUBBER AND OTHER CROPS

Including both crop and livestock products. Inter alia: homogenized composite food preparations; soups and broths; ketchup and other sauces; mixed condiments and seasonings; vinegar and substitutes; yeast and baking powders; stuffed pasta, whether or not cooked; couscous; and protein concentrates.

Group 20 - OTHER LIVESTOCK PRODUCTS

Include inter alia: turtle eggs and birds' nests."
1241,Liquid Margarine,Other crops,"Margarine, liquid",Processed foods,No,#N/A,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,See commodity code 1242. Fat content varies from 30 to 70%.
1242,Margarine and Shortening,Other crops,"Margarine, short",Processed foods,No,#N/A,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,"Margarine is made principally from one or more hydrogenated vegetable or animal fats or oils in which is dispersed an aqueous potion containing milk products, salt, flavouring agents and other additives. Shortening is a product similar to margarine, but with a higher animal fat content. Shortening and compound fats are used primarily for baking and frying. The fat content of margarine and shortening varies from 70 to 90%."
1243,Fat Preparations nes,Non crops,"Fat, nes, prepared",Fats,No,#N/A,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,Cooking fats prepared from both vegetable and animal oils and fats. Usually containing 100% fat.
1259,"Food Waste, Prep. for Feed",Other crops,"Feed, food waste preparations",Fodder,No,#N/A,11 - FODDER CROPS AND PRODUCTS,,,Same coverage as 0653.
1273,"Castor Oil, Hydrogenated",Potential flex crops,Castor beans,Vegetable oil,Yes,#N/A,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,"Also called ""opal wax""."
1274,"Oils Boiled, Dehydrated, etc.",Other crops,"Oil, boiled etc",Miscellaneous,No,#N/A,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,"Also includes oxidized and sulphurized oils. Animal and vegetable fats and oils whose chemical structure has been modified to improve viscosity, drying ability or other properties."
1275,Hydrogenated Oils and Fats,Other crops,"Oil, hydrogenated",Miscellaneous,No,#N/A,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,Animal and vegetable fats and oils that have been hydrogenated to raise their melting point and increase their consistency by transforming unsaturated glycerides into saturated glycerides.
1276,Fatty Acids,Non crops,Fatty acids,Fats,No,#N/A,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,Manufactured by the saponification or hydrolysis of natural fats or oils. Including acid oils from refining.
1277,Residues of Fatty Substances,Non crops,Fatty substance residues,Fats,No,#N/A,20 - OTHER LIVESTOCK PRODUCTS,,,Residues resulting from the tratment of fatty substances or animal or vegetable waxes.
1291,Arabic gum,#N/A,#N/A,#N/A,#N/A,#N/A,13 - TOBACCO AND RUBBER AND OTHER CROPS,,,Latex exuded by some acacias.
1292,Other resins,#N/A,#N/A,#N/A,#N/A,#N/A,13 - TOBACCO AND RUBBER AND OTHER CROPS,"Including among all: 
Copaifera spp. 
Astragalus spp. 
Boswellia spp. 
Commiphora spp. 
Myroxilon balsamum; Myroxilon Pereira","
copaiba, copal 
gum tragacanth 
incense 
myrrh, opopanax, Mecca balsam 
tolu balsam, peru balsam","Including lac (resinous substance produced by an insect on several kinds of tropical trees), gums, gum-resins and balsams (vegetable secretions which may solidify on contact with air)."
1293,Crude Organic Materials nes,Other crops,Crude materials,Miscellaneous,No,#N/A,13 - TOBACCO AND RUBBER AND OTHER CROPS,,,"This code covers products of two different groups: Group 13 - Tobacco, Rubber and Other Crops, and Group 20 - Other Livestock Products."
1294,Seeds for Planting,#N/A,#N/A,#N/A,#N/A,#N/A,13 - TOBACCO AND RUBBER AND OTHER CROPS,,,"Seeds, fruits and spores used for sowing. Excludes cereals, oilseeds, pulses and spices, even if intended for sowing."
1295,Spermaceti,Non crops,Spermaceti,Miscellaneous,No,#N/A,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,Waxy substance extracted from the fat of sperm whales and similar cetaceans.
1296,Vegetable waxes,Other crops,Waxes vegetable,Non-food,No,#N/A,13 - TOBACCO AND RUBBER AND OTHER CROPS,"Including among all: 
Euphorbia antisyphilitica; Pedilanthus pavonis 
Copernicia cerifera 
Attalea excelsa 
Ceroxylon andicolum","
candelilla 
carnauba 
urucury 
palm wax","Vegetable waxes, whether crude or refined, bleached or coloured. Excludes mixtures and chemically modified waxes."
1309,"Insecticides, total (Consumption)",#N/A,#N/A,#N/A,#N/A,#N/A,21 - FERTILIZERS,,,No definition available.
1310,Chlorinated Hydrocarbons (Consumption),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,No definition available.
1311,Organo-Phosphates (Consumption),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,No definition available.
1312,Carbamates insecticides (Consumption),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,No definition available.
1313,Pyrethroids (Consumption),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,No definition available.
1314,Botanical products and biologicals (Consumption),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,No definition available.
1315,Other Insecticides (Consumption),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,No definition available.
1316,Mineral Oils (Consumption),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,No definition available.
1317,Dithiocarbamates fungicides seed treatments (Consumption),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,No definition available.
1318,Benzimidazoles fungicides seed treatments (Consumption),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,No definition available.
1319,"Triazoles, diazoles fungicides seed treatments (Consumption)",#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,No definition available.
1320,"Herbicides, total",#N/A,#N/A,#N/A,#N/A,#N/A,21 - FERTILIZERS,,,No definition available.
1321,Phenoxy Hormone Products (Consumption),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,No definition available.
1322,Triazines (Consumption),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,No definition available.
1323,Amides (Consumption),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,No definition available.
1324,Carbamates herbicides (Consumption),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,No definition available.
1325,Dinitroanilines (Consumption),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,No definition available.
1326,Urea derivates (Consumption),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,No definition available.
1327,Other Herbicides (Consumption),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,No definition available.
1328,Sulfonyl Ureas (Consumption),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,No definition available.
1329,Bipiridils (Consumption),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,No definition available.
1330,Uracil (Consumption),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,No definition available.
1331,"Fungicides and bactericides, total",#N/A,#N/A,#N/A,#N/A,#N/A,21 - FERTILIZERS,,,No definition available.
1332,Inorganics (Consumption),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,No definition available.
1333,Dithiocarbamates (Consumption),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,No definition available.
1334,Benzimidazoles (Consumption),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,No definition available.
1335,"Triazoles, Diazoles (Consumption)",#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,No definition available.
1336,"Diazines, Morpholines (Consumption)",#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,No definition available.
1337,Other Fungicides (Consumption),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,No definition available.
1338,"Botanical products and biologicals, fungicides seed treatments (Consumption)",#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,No definition available.
1339,"Others, fungicides seed treatments (Consumption)",#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,No definition available.
1340,Organo-phospates insecticides seed treatments (Consumption),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,No definition available.
1341,Plant Growth Regulators (Consumption),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,No definition available.
1342,Carbamates insecticides seed treatments (Consumption),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,No definition available.
1343,Pyrethroids insecticides seed treatments (Consumption),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,No definition available.
1344,"Others, insecticides seed treatments (Consumption)",#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,No definition available.
1345,"Rodenticides, total (Consumption)",#N/A,#N/A,#N/A,#N/A,#N/A,21 - FERTILIZERS,,,No definition available.
1346,Anticoagulants (Consumption),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,No definition available.
1347,Other rodenticides (Consumption),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,No definition available.
1348,Cyanide generators (Consumption),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,No definition available.
1349,Hypercalcaemics (Consumption),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,No definition available.
1350,Narcotics (Consumption),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,No definition available.
1351,Disinfectants (Consumption),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,No definition available.
1352,"Fungicides seed treatments, total (Consumption)",#N/A,#N/A,#N/A,#N/A,#N/A,21 - FERTILIZERS,,,No definition available.
1353,"Insecticides seed treatments, total (Consumption)",#N/A,#N/A,#N/A,#N/A,#N/A,21 - FERTILIZERS,,,No definition available.
1355,Other pesticides nes (Consumption),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,No definition available.
1357,Pesticides (Trade),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,"Value of trade covering insecticides, fungicides, herbicides, disinfectants and others, as described by the Harmonised Coding System (HS) code 3808. Data refer to the value of the trade expressed in 1000 USD"
1360,Nitrogenous fertilizers,#N/A,#N/A,#N/A,#N/A,#N/A,22 - FERTILIZERS,,,No definition available.
1375,Phosphate fertilizers,#N/A,#N/A,#N/A,#N/A,#N/A,22 - FERTILIZERS,,,No definition available.
1386,Potash fertilizers,#N/A,#N/A,#N/A,#N/A,#N/A,22 - FERTILIZERS,,,No definition available.
1397,"Fertilizers Manufactured, nes",#N/A,#N/A,#N/A,#N/A,#N/A,22 - FERTILIZERS,,,Mineral or chemical fertilizers not elsewhere specified.
1398,Natural Sodium Nitrate,#N/A,#N/A,#N/A,#N/A,#N/A,22 - FERTILIZERS,,,Chemically obtained product containing sodium nitrate as its essential ingredient. The minimum content of nutrients is 15% N (Nitrogen expressed as nitric nitrogen).
1399,Natural Phosphates,#N/A,#N/A,#N/A,#N/A,#N/A,22 - FERTILIZERS,,,"Products obtained by grinding soft mineral phosphates and containing tricalcium phosphate and calcium carbonate as essential ingredients. The minimum content of nutrients is 25% P2O5(Phosphorus expressed as P2O5 soluble in mineral acids, at least 55% of the declared content of P2O5 being soluble in 2% formic acid)."
1400,Natural Potassic Salts,#N/A,#N/A,#N/A,#N/A,#N/A,22 - FERTILIZERS,,,"Products obtained from crude potassium salts. The minimum content of nutrients is 10% K2O (Potassium expressed as water-soluble K2O) and 5% MgO (Magnesium in the form of water soluble salts, expressed as magnesium oxide)."
1401,"Fertilizers, Organic",#N/A,#N/A,#N/A,#N/A,#N/A,22 - FERTILIZERS,,,"Animal or vegetable fertilizers, whether or not mixed together or chemically treated; fertilizers produced by the mixing or chemical treatment of animal or vegetable products."
1416,Insecticides (Trade),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,Value of trade covering insecticides as described by the Harmonised Coding System (HS) code 3808.10 Data refer to the value of the trade expressed in 1000 USD
1417,Fungicides (Trade),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,Value of trade covering fungicides as described by the Harmonised Coding System (HS) code 3808.20 Data refer to the value of the trade expressed in 1000 USD
1418,Herbicides (Trade),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,Value of trade covering herbicides as described by the Harmonised Coding System (HS) code 3808.30. Data refer to the value of the trade expressed in 1000 USD
1419,"Disinfectants,etc (Trade)",#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,"Value of trade covering disinfectants and others, as described by the Harmonised Coding System (HS) codes 3808.40,90. Data refer to the value of the trade expressed in 1000 USD"
